Company name,NSE Symbol,Market Cap,Categorization
VIRAT CRANE INDUSTRIES LTD,,,Small Cap
"JAYSYNTH DYESTUFF (INDIA) LTD.,",,,Small Cap
"KAYCEE INDUSTRIES LTD.,",,,Small Cap
NILACHAL REFRACTORIES LTD.,,,Small Cap
MINAL INDUSTRIES LIMITED,,,Small Cap
KANISHK STEEL INDUSTRIES LTD,,,Small Cap
MUNOTH CAPITAL MARKET LTD,,,Small Cap
SUPERIOR INDUSTRIAL ENTERPRISES LIMITED,,,Small Cap
MEFCOM CAPITAL MARKETS LTD.,,,Small Cap
ELEGANT MARBLES & GRANI INDUSTRIES,,,Small Cap
KREON FINNANCIAL SERVICES LIMITED,,,Small Cap
ENVAIR ELECTRODYNE LTD.,,,Small Cap
ASSOCIATED CERAMICS LTD.,,,Small Cap
HB ESTATE DEVELOPERS LTD.,,,Small Cap
K.G.DENIM LTD,,,Small Cap
SHARDA ISPAT LTD.,,,Small Cap
RETINA PAINTS LIMITED,,,Small Cap
Tree House Education & Accessories Limited,,,Small Cap
SPS FINQUEST LIMITED,,,Small Cap
"JSL INDUSTRIES LTD.,",,,Small Cap
Sunayana Investment Company Limited,,,Small Cap
SIMMONDS-MARSHALL LTD,,,Small Cap
ACKNIT INDUSTRIES LTD,,,Small Cap
TIRUPATI STARCH & CHEMICALS LTD.,,,Small Cap
BENGAL TEA & FABRICS LTD.,,,Small Cap
ASIT C MEHTA FINANCIAL SERVICES LIMITED,,,Small Cap
APLAB LTD.,,,Small Cap
PUNJ LLOYD LTD,,,Small Cap
GOLKUNDA DIAMONDS & JEWELLERY LTD.,,,Small Cap
MAXHEIGHTS INFRASTRUCTURE LIMITED,,,Small Cap
DHANASHREE ELECTRONICS LIMITED,,,Small Cap
MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,,,Small Cap
SHREYAS INTERMEDIATES LTD.,,,Small Cap
CLARA INDUSTRIES LIMITED,,,Small Cap
TIRUPATI FINCORP LIMITED,,,Small Cap
DHOOT INDUSTRIAL FINANCE LTD.,,,Small Cap
YASH CHEMEX LIMITED,,,Small Cap
ACHYUT HEALTHCARE LIMITED,,,Small Cap
WALLFORT FINANCIAL SERVICES LTD.,,,Small Cap
GORANI INDUSTRIES LTD.,,,Small Cap
"KATARE SPINNING MILLS LTD.,",,,Small Cap
"M.M. RUBBER COMPANY LTD.,",,,Small Cap
The Ramaraju Surgical Cotton Mills Limited,,,Small Cap
BIRLA TYRES LIMITED,,,Small Cap
PRITHVI EXCHANGE (INDIA) LIMITED,,,Small Cap
ACME RESOURCES LIMITED,,,Small Cap
GODAVARI DRUGS LTD.,,,Small Cap
SAMBANDAM SPINNING MILLS LTD.,,,Small Cap
GOBLIN INDIA LIMITED,,,Small Cap
DIVYASHAKTI LIMITED,,,Small Cap
SAM INDUSTRIES LTD.,,,Small Cap
J.TAPARIA PROJECTS LTD,,,Small Cap
ATV PROJECTS INDIA LTD,,,Small Cap
HINDUSTAN HARDY LIMITED,,,Small Cap
EAST WEST HOLDINGS LIMITED,,,Small Cap
SIR SHADI LAL ENTERPRISES LTD,,,Small Cap
MEDIAONE GLOBAL ENTERTAINMENT LIMITED,,,Small Cap
BABA ARTS LTD,,,Small Cap
NOVA IRON & STEEL LTD.,,,Small Cap
MANPASAND BEVERAGES LIMITED,,,Small Cap
RAMINFO LIMITED,,,Small Cap
KESAR PETROPRODUCTS LTD,,,Small Cap
EARTHSTAHL & ALLOYS LIMITED,,,Small Cap
CANOPY FINANCE LIMITED,,,Small Cap
PICCADILY SUGAR  & ALLIED LTD.,,,Small Cap
UR SUGAR INDUSTRIES LIMITED,,,Small Cap
EMERALD LEISURES LIMITED,,,Small Cap
ARYAMAN CAPITAL MARKETS LIMITED,,,Small Cap
METAL COATINGS (INDIA) LTD.,,,Small Cap
ESCORP ASSET MANAGEMENT LIMITED,,,Small Cap
VEERAM SECURITIES LIMITED,,,Small Cap
MISHKA FINANCE AND TRADING LIMITED,,,Small Cap
"PRECISION ELECTRONICS LTD.,",,,Small Cap
CANDOUR TECHTEX LIMITED,,,Small Cap
AURO LABORATORIES LTD.,,,Small Cap
ALKA INDIA LTD.,,,Small Cap
EMERALD FINANCE LIMITED,,,Small Cap
QUADRANT TELEVENTURES LIMITED,,,Small Cap
Tarini Enterprises Limited,,,Small Cap
MAKERS LABORATORIES LTD.,,,Small Cap
UNIVERSAL STARCH-CHEM ALLIED LTD.,,,Small Cap
MSR INDIA LIMITED,,,Small Cap
"ALFRED HERBERT (INDIA) LTD.,",,,Small Cap
"P.B.M. POLYTEX LTD.,",,,Small Cap
TEJNAKSH HEALTHCARE LIMITED,,,Small Cap
TRIDENT TEXOFAB LIMITED,,,Small Cap
ISL CONSULTING LTD,,,Small Cap
UNIPLY INDUSTRIES LTD.,,,Small Cap
KAMADGIRI FASHION LIMITED,,,Small Cap
"WELCAST STEELS LTD.,",,,Small Cap
KRISHANVEER FORGE LIMITED,,,Small Cap
CIL NOVA PETROCHEMICALS LIMITED,,,Small Cap
SANGAM FINSERV LIMITED,,,Small Cap
SERA INVESTMENTS & FINANCE INDIA LIMITED,,,Small Cap
GTN INDUSTRIES LIMITED,,,Small Cap
TRANS INDIA HOUSE IMPEX LIMITED,,,Small Cap
SHIVA GLOBAL AGRO INDUSTRIES LIMITED,,,Small Cap
Mohindra Fasteners Limited,,,Small Cap
FLOMIC GLOBAL LOGISTICS LIMITED,,,Small Cap
A.K. SPINTEX LTD.,,,Small Cap
FUTURISTIC SOLUTIONS LTD.,,,Small Cap
ERA BUILDSYS LIMITED,,,Small Cap
BHATIA COLOUR CHEM LIMITED,,,Small Cap
MENA MANI INDUSTRIES LIMITED,,,Small Cap
GAYATRI BIOORGANICS LTD,,,Small Cap
QUEST SOFTECH (INDIA) LIMITED,,,Small Cap
SHRI VASUPRADA PLANTATIONS LIMITED,,,Small Cap
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,,,Small Cap
G.G.AUTOMOTIVE GEARS LTD.,,,Small Cap
SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,,,Small Cap
AMRAPALI INDUSTRIES LTD,,,Small Cap
"AUSTIN ENGINEERING CO. LTD.,",,,Small Cap
SM AUTO STAMPING LIMITED,,,Small Cap
Rathi Industries Limited,,,Small Cap
"BINAYAK TEX PROCESSORS  LTD.,",,,Small Cap
Genesis Finance Company Limited,,,Small Cap
RASI ELECTRODES LTD.,,,Small Cap
ESPIRE HOSPITALITY LIMITED,,,Small Cap
ROYALE MANOR HOTELS & INDUSTRIES LT,,,Small Cap
SANDU PHARMACEUTICALS LTD.,,,Small Cap
DYNAVISION LIMITED,,,Small Cap
"RATHI STEEL & POWER LTD,",,,Small Cap
KESAR TERMINALS & INFRASTRUCTURE LIMITED,,,Small Cap
GARG FURNACE LTD.,,,Small Cap
GOGIA CAPITAL SERVICES LIMITED,,,Small Cap
OPTIMUS FINANCE LIMITED,,,Small Cap
SWARNSARITA JEWELS INDIA LIMITED,,,Small Cap
EYANTRA VENTURES LIMITED,,,Small Cap
AJR INFRA AND TOLLING LIMITED,,,Small Cap
ECOPLAST LTD.,,,Small Cap
MORARKA FINANCE LTD.,,,Small Cap
VASUNDHARA RASAYANS LTD.,,,Small Cap
WARREN TEA LTD.,,,Small Cap
SUNIL AGRO FOODS LTD.,,,Small Cap
GOEL FOOD PRODUCTS LIMITED,,,Small Cap
"ANSAL BUILDWELL LTD.,",,,Small Cap
HARIYANA SHIP BREAKERS LTD.,,,Small Cap
ALFAVISION OVERSEAS (INDIA) LTD.,,,Small Cap
WSFX GLOBAL PAY LIMITED,,,Small Cap
ARUNA HOTELS LTD.,,,Small Cap
BN HOLDINGS LIMITED,,,Small Cap
CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,,,Small Cap
NATURITE AGRO PRODUCTS LIMITED,,,Small Cap
RIBA TEXTILES LTD.,,,Small Cap
ECO HOTELS AND RESORTS LIMITED,,,Small Cap
GUJARAT HOTELS LTD.,,,Small Cap
LUCENT INDUSTRIES LIMITED,,,Small Cap
ANAND RAYONS LIMITED,,,Small Cap
SOURCE NATURAL FOODS & HERBAL SUPPL LTD,,,Small Cap
SAUMYA CONSULTANTS LTD.,,,Small Cap
B.N.RATHI SECURITIES LTD.,,,Small Cap
D & H INDIA LIMITED,,,Small Cap
DYNAMIC PROTFOLIO MANAGEMENT & SERV,,,Small Cap
PEARL GREEN CLUBS AND RESORTS LIMITED,,,Small Cap
ARNOLD HOLDINGS LTD,,,Small Cap
HB PORTFOLIO LTD.,,,Small Cap
INNOVASSYNTH INVESTMENTS LIMITED,,,Small Cap
DHARNI CAPITAL SERVICES LIMITED,,,Small Cap
PERFECTPAC LIMITED,,,Small Cap
MOHITE INDUSTRIES LIMITED,,,Small Cap
LANDMARC LEISURE CORPORATION LTD.,,,Small Cap
SRESTHA FINVEST LIMITED,,,Small Cap
BOMBAY RAYON FASHIONS LTD.,,,Small Cap
REMI EDELSTAHL TUBULARS LIMITED,,,Small Cap
VIVANTA INDUSTRIES LIMITED,,,Small Cap
SAPTARISHI AGRO INDUSTRIES LTD,,,Small Cap
GALAXY CLOUD KITCHENS LIMITED,,,Small Cap
MONEY MASTERS LEASING & FINANCE LIMITED,,,Small Cap
SCANPOINT GEOMATICS LIMITED,,,Small Cap
BIOGEN PHARMACHEM INDUSTRIES LIMITED,,,Small Cap
PROMAX POWER LIMITED,,,Small Cap
UPSURGE INVESTMENT AND FINANCE LTD.,,,Small Cap
MISHKA EXIM LIMITED,,,Small Cap
YUG DECOR LIMITED,,,Small Cap
CIAN HEALTHCARE LIMITED,,,Small Cap
WEST LEISURE RESORTS LIMITED,,,Small Cap
REAL ECO-ENERGY LIMITED,,,Small Cap
ZODIAC VENTURES LIMITED,,,Small Cap
ASHOK ALCO-CHEM LTD.,,,Small Cap
BALASORE ALLOYS LTD,,,Small Cap
RAINBOW FOUNDATIONS LTD,,,Small Cap
GUJARAT POLY ELECTRONICS LIMITED,,,Small Cap
CHEMTECH INDUSTRIAL VALVES LIMITED,,,Small Cap
FERVENT SYNERGIES LIMITED,,,Small Cap
NCL RESEARCH AND FINANCIAL SERVICES,,,Small Cap
SHELTER PHARMA LIMITED,,,Small Cap
SUNIL HEALTHCARE LIMITED,,,Small Cap
"SWASTI VINAYAKA SYNTHETICS LTD.,",,,Small Cap
PORWAL AUTO COMPONENTS LIMITED,,,Small Cap
KUSHAL LIMITED,,,Small Cap
DEV LABTECH VENTURE LIMITED,,,Small Cap
DECCAN HEALTH CARE LIMITED,,,Small Cap
BENCHMARK COMPUTER SOLUTIONS LIMITED,,,Small Cap
RASANDIK ENGG. INDUSTRIES INDIA LTD,,,Small Cap
ANGEL FIBERS LIMITED,,,Small Cap
RISHI LASER  LTD.,,,Small Cap
ASHNOOR TEXTILES MILLS LTD.,,,Small Cap
RAMA VISION LTD,,,Small Cap
MODERN DAIRIES LTD.,,,Small Cap
SIMRAN FARMS LTD.,,,Small Cap
NHC FOODS LIMITED,,,Small Cap
JAGAN LAMPS LTD.,,,Small Cap
AUTO PINS (INDIA) LTD.,,,Small Cap
HARYANA CAPFIN LTD.,,,Small Cap
ADVANCE METERING TECHNOLOGY LIMITED,,,Small Cap
VISTA PHARMACEUTICALS LTD.,,,Small Cap
TITAN SECURITIES LTD.,,,Small Cap
VISCO TRADE ASSOCIATES LTD,,,Small Cap
INNOVATIVE TECH PACK LTD,,,Small Cap
OPTO CIRCUITS (INDIA) LTD.,,,Small Cap
"NATIONAL OXYGEN LTD.,",,,Small Cap
"GAMMON INDIA LTD.,",,,Small Cap
ABC INDIA LTD.,,,Small Cap
CEEJAY FINANCE LIMITED,,,Small Cap
NITIN FIRE PROTECTION INDUSTRIES LIMITED,,,Small Cap
"CHOWGULE STEAMSHIPS LTD.,",,,Small Cap
GAUTAM GEMS LIMITED,,,Small Cap
SKY INDUSTRIES LTD,,,Small Cap
JOINDRE CAPITAL SERVICES LTD.,,,Small Cap
CHARTERED LOGISTICS LTD,,,Small Cap
SURYAAMBA SPINNING MILLS LIMITED,,,Small Cap
"ACROW (INDIA) LTD.,",,,Small Cap
ARIHANT FOUNDATIONS & HOUSING LTD.,,,Small Cap
INSILCO LTD,,,Small Cap
VINTRON INFORMATICS LTD.,,,Small Cap
SHREE KRISHNA INFRASTRUCTURE LIMITED,,,Small Cap
SAGAR DIAMONDS LIMITED,,,Small Cap
SULABH ENGINEERS & SERVICES LIMITED,,,Small Cap
USHDEV INTERNATIONAL LTD,,,Small Cap
SKYLINE MILLARS LTD,,,Small Cap
CHARTERED CAPITAL & INVESTMENT LTD.,,,Small Cap
"MEDI-CAPS LTD.,",,,Small Cap
VISAGAR FINANCIAL SERVICES LTD,,,Small Cap
SVC INDUSTRIES LIMITED,,,Small Cap
CONTAINE TECHNOLOGIES LIMITED,,,Small Cap
DUROPACK LTD,,,Small Cap
"PUNCTUAL TRADING LTD.,",,,Small Cap
COLAB CLOUD PLATFORMS LIMITED,,,Small Cap
NATIONAL PLASTIC INDUSTRIES LTD.,,,Small Cap
ALFA TRANSFORMERS LTD.,,,Small Cap
THE PHOSPHATE COMPANY LIMITED,,,Small Cap
VIVID MERCANTILE LIMITED,,,Small Cap
U. H. ZAVERI LIMITED,,,Small Cap
POLYLINK POLYMERS (INDIA) LTD.,,,Small Cap
DANUBE INDUSTRIES LIMITED,,,Small Cap
POLYSPIN EXPORTS LIMITED,,,Small Cap
WALCHAND PEOPLEFIRST LIMITED,,,Small Cap
N. E. Electronics Limited,,,Small Cap
MYSTIC ELECTRONICS LIMITED,,,Small Cap
HEMANG RESOURCES LIMITED,,,Small Cap
SYLPH TECHNOLOGIES LTD,,,Small Cap
SAVEN TECHNOLOGIES LTD.,,,Small Cap
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,,,Small Cap
GLOBALSPACE TECHNOLOGIES LIMITED,,,Small Cap
V R FILMS & STUDIOS LIMITED,,,Small Cap
7SEAS ENTERTAINMENT LIMITED,,,Small Cap
TEESTA AGRO INDUSTRIES LTD,,,Small Cap
KK SHAH HOSPITALS LIMITED,,,Small Cap
PHOENIX INTERNATIONAL LTD.,,,Small Cap
SAHARA HOUSINGFINA CORPORATION LTD.,,,Small Cap
TITAN INTECH LIMITED,,,Small Cap
CRANES SOFTWARE INTERNATIONAL LTD.,,,Small Cap
OLYMPIA INDUSTRIES LTD.,,,Small Cap
CHENNAI FERROUS INDUSTRIES LIMITED,,,Small Cap
VIJAY TEXTILES LTD.,,,Small Cap
TECHNOPACK POLYMERS LIMITED,,,Small Cap
SHALIMAR PRODUCTIONS LTD.,,,Small Cap
TERAI TEA CO. LTD.,,,Small Cap
PARSOLI CORPORATION LTD.,,,Small Cap
DIAMOND INFOSYSTEMS LTD,,,Small Cap
STANDARD SURFACTANTS LTD.,,,Small Cap
GKB OPHTHALMICS LTD.,,,Small Cap
GITA RENEWABLE ENERGY LIMITED,,,Small Cap
BIZOTIC COMMERCIAL LIMITED,,,Small Cap
BONLON INDUSTRIES LIMITED,,,Small Cap
KALLAM TEXTILES LTD,,,Small Cap
ANSAL HOUSING LIMITED,,,Small Cap
EIGHTY JEWELLERS LIMITED,,,Small Cap
"ADDI INDUSTRIES LTD.,",,,Small Cap
ASHIRWAD STEELS & INDUSTRIES  LTD.,,,Small Cap
"WIRES & FABRIKS (SA) LTD.,",,,Small Cap
VIVO BIO TECH LTD.,,,Small Cap
N.G.INDUSTRIES LTD.,,,Small Cap
"THACKER & CO. LTD.,",,,Small Cap
TEXEL INDUSTRIES LTD.,,,Small Cap
ASHIKA CREDIT CAPITAL LTD.,,,Small Cap
MADHUVEER COM 18 NETWORK LIMITED,,,Small Cap
"MODIPON LTD.,",,,Small Cap
GARMENT MANTRA LIFESTYLE LIMITED,,,Small Cap
LAKHANI INDIA LTD.,,,Small Cap
AREX INDUSTRIES LTD.,,,Small Cap
MPIL CORPORATION LIMITED,,,Small Cap
RAW EDGE INDUSTRIAL SOLUTIONS LIMITED,,,Small Cap
CEETA INDUSTRIES LTD.,,,Small Cap
PACE E-COMMERCE VENTURES LIMITED,,,Small Cap
SADHNA BROADCAST LTD,,,Small Cap
SKP SECURITIES LTD.,,,Small Cap
APOORVA LEASING FINANCE & INVESTMENT COMPANY LIMITED,,,Small Cap
VMS INDUSTRIES LIMITED,,,Small Cap
PUNJAB COMMUNICATIONS LIMITED,,,Small Cap
"G.V. FILMS  LTD.,",,,Small Cap
NIRMITEE ROBOTICS INDIA LIMITED,,,Small Cap
COSPOWER ENGINEERING LIMITED,,,Small Cap
SALEM ERODE INVESTMENTS LTD.,,,Small Cap
YOGI LIMITED,,,Small Cap
UJAAS ENERGY LIMITED,,,Small Cap
CHANDRA PRABHU INTERNATIONAL LTD.,,,Small Cap
CARGOSOL LOGISTICS LIMITED,,,Small Cap
ANJANI SYNTHETICS LIMITED,,,Small Cap
KISAN MOULDINGS LTD.,,,Small Cap
VIVANZA BIOSCIENCES LIMITED,,,Small Cap
SOUTHERN MAGNESIUM AND CHEMICALS LT,,,Small Cap
VANTAGE KNOWLEDGE ACADEMY LIMITED,,,Small Cap
"H.P. COTTON TEXTILE MILLS LTD.,",,,Small Cap
KEMISTAR CORPORATION LIMITED,,,Small Cap
GLOBAL LONGLIFE HOSPITAL AND RESEARCH LIMITED,,,Small Cap
SPARC ELECTREX LIMITED,,,Small Cap
ACCELERATEBS INDIA LIMITED,,,Small Cap
SALORA INTERNATIONAL LIMITED,,,Small Cap
SAMPRE NUTRITIONS LTD.,,,Small Cap
MEERA INDUSTRIES LIMITED,,,Small Cap
DHAMPURE SPECIALITY SUGARS LTD.,,,Small Cap
WORTH INVESTMENT & TRADING CO LIMITED,,,Small Cap
COMFORT FINCAP LIMITED,,,Small Cap
LEE & NEE SOFTWARES (EXPORTS) LTD.,,,Small Cap
B&A PACKAGING INDIA LIMITED,,,Small Cap
COLORCHIPS NEW MEDIA LIMITED,,,Small Cap
LESHA INDUSTRIES LIMITED,,,Small Cap
ASSAM ENTRADE LIMITED,,,Small Cap
GUJARAT CRAFT INDUSTRIES LTD.,,,Small Cap
MATRA KAUSHAL ENTERPRISE LIMITED,,,Small Cap
CHOKSI LABORATORIES LTD.,,,Small Cap
ECOBOARD INDUSTRIES LTD,,,Small Cap
BEST EASTERN HOTELS LIMITED,,,Small Cap
EMERGENT INDUSTRIAL SOLUTIONS LIMITED,,,Small Cap
ATISHAY LIMITED,,,Small Cap
IEL LIMITED,,,Small Cap
SONAL ADHESIVES LTD.,,,Small Cap
SATCHMO HOLDINGS LIMITED,,,Small Cap
VALECHA ENGINEERING LTD.,,,Small Cap
CENTRAL PROVINCES RAILWAYS CO. LTD.,,,Small Cap
SMITHS & FOUNDERS (INDIA) LIMITED,,,Small Cap
NATIONAL GENERAL INDUSTRIES LTD.,,,Small Cap
RATHI BARS LIMITED,,,Small Cap
RIDDHI STEEL AND TUBE LIMITED,,,Small Cap
CCL INTERNATIONAL LTD,,,Small Cap
ARTEFACT PROJECTS LTD,,,Small Cap
DHANALAXMI ROTO SPINNERS LTD.,,,Small Cap
ADCON CAPITAL SERVICES LIMITED,,,Small Cap
SUDITI INDUSTRIES LTD.,,,Small Cap
AXEL POLYMERS LTD.,,,Small Cap
ARMAN HOLDINGS LIMITED,,,Small Cap
SHREESHAY ENGINEERS LIMITED,,,Small Cap
RAAJ MEDISAFE INDIA LIMITED,,,Small Cap
SACHETA METALS LTD.,,,Small Cap
RESTILE CERAMICS LTD.,,,Small Cap
BHILWARA SPINNERS LTD,,,Small Cap
BARODA EXTRUSION LTD.,,,Small Cap
AERPACE INDUSTRIES LIMITED,,,Small Cap
APIS INDIA LTD,,,Small Cap
DHRUVA CAPITAL SERVICES LTD.,,,Small Cap
BALGOPAL COMMERCIAL LIMITED,,,Small Cap
HCKK VENTURES LIMITED,,,Small Cap
FAMILY CARE HOSPITALS LIMITED,,,Small Cap
CRP RISK MANAGEMENT LIMITED,,,Small Cap
MRP AGRO LIMITED,,,Small Cap
VIVIMED LABS LTD.,,,Small Cap
SHEETAL DIAMONDS LTD.,,,Small Cap
JUSTRIDE ENTERPRISES LIMITED,,,Small Cap
TCFC FINANCE LTD,,,Small Cap
UNISTAR MULTIMEDIA LTD,,,Small Cap
WINSOME BREWERIES LTD.,,,Small Cap
BINNY MILLS LIMITED,,,Small Cap
ADITYA SPINNERS LTD.,,,Small Cap
EVANS ELECTRIC LIMITED,,,Small Cap
PIONEER INVESTCORP LTD,,,Small Cap
GOKAK TEXTILES LTD.,,,Small Cap
SANRHEA TECHNICAL TEXTILES LTD.,,,Small Cap
CITY CROPS AGRO LIMITED,,,Small Cap
OLATECH SOLUTIONS LIMITED,,,Small Cap
MANJEERA CONSTRUCTIONS LIMITED,,,Small Cap
DHANLAXMI FABRICS LTD.,,,Small Cap
MUNOTH FINANCIAL SERVICES LTD.,,,Small Cap
LUHARUKA MEDIA & INFRA LIMITED,,,Small Cap
"BOMBAY CYCLE & MOTOR AGENCY LTD.,",,,Small Cap
INDIA HOME LOAN LIMITED,,,Small Cap
KSS LIMITED,,,Small Cap
DIANA TEA CO.LTD.,,,Small Cap
RR METALMAKERS INDIA LIMITED,,,Small Cap
PRATIK PANELS LTD.,,,Small Cap
"ROLCON ENGINEERING CO. LTD.,",,,Small Cap
KANCO TEA & INDUSTRIES LIMITED,,,Small Cap
TIRUPATI SARJAN LTD.,,,Small Cap
HAWA ENGINEERS LTD.,,,Small Cap
VINYOFLEX LTD.,,,Small Cap
"ORIENT BEVERAGES LTD.,",,,Small Cap
SPENTA INTERNATIONAL LTD.,,,Small Cap
G. G. DANDEKAR PROPERTIES LIMITED,,,Small Cap
J.A. FINANCE LIMITED,,,Small Cap
GOLDEN CREST EDUCATION & SERVICES LIMITED,,,Small Cap
INANI MARBLES & INDUSTRIES LTD.,,,Small Cap
SHREE GANESH BIOTECH (INDIA) LIMITED,,,Small Cap
BEEKAY NIRYAT LIMITED,,,Small Cap
 ARROWHEAD SEPERATION ENGINEERING LIMITED,,,Small Cap
YAMINI INVESTMENTS COMPANY LIMITED,,,Small Cap
TIRUPATI FOAM LIMITED,,,Small Cap
LAKHOTIA POLYESTERS (INDIA) LIMITED,,,Small Cap
CHORDIA FOOD PRODUCTS LTD,,,Small Cap
S.V.J.ENTERPRISES LIMITED,,,Small Cap
HINDOOSTAN MILLS LTD.,,,Small Cap
VEERHEALTH CARE LIMITED,,,Small Cap
VIRTUAL GLOBAL EDUCATION LTD.,,,Small Cap
ALACRITY SECURITIES LIMITED,,,Small Cap
SUPER CROP SAFE LTD.,,,Small Cap
"RAPICUT CARBIDES LTD.,",,,Small Cap
North Eastern Publishing And Advertising Co Ltd,,,Small Cap
STARLOG ENTERPRISES LIMITED,,,Small Cap
KAILASH AUTO FINANCE LTD,,,Small Cap
TULIVE DEVELOPERS LIMITED,,,Small Cap
JULIEN AGRO INFRATECH LIMITED,,,Small Cap
MUDUNURU LIMITED,,,Small Cap
SRI KPR INDUSTRIES LTD,,,Small Cap
TATIA GLOBAL VENNTURE LIMITED,,,Small Cap
AD-MANUM FINANCE LTD,,,Small Cap
PATSPIN INDIA LTD.,,,Small Cap
HUMMING BIRD EDUCATION LIMITED,,,Small Cap
PRIME PROPERTY DEVELOPMENT CORPORATION LTD.,,,Small Cap
SAI CAPITAL LTD.,,,Small Cap
KRYPTON INDUSTRIES LTD,,,Small Cap
ARUNJYOTI BIO VENTURES LIMITED ,,,Small Cap
CENTENIAL SURGICAL SUTURE LTD.,,,Small Cap
UNISON METALS LTD,,,Small Cap
MORGAN VENTURES LTD.,,,Small Cap
STARCOM INFORMATION TECHNOLOGY LTD,,,Small Cap
SHASHIJIT INFRAPROJECTS LIMITED,,,Small Cap
ASPIRA PATHLAB & DIAGNOSTICS LIMITED,,,Small Cap
HEMADRI CEMENTS LIMITED,,,Small Cap
FILTRA CONSULTANTS AND ENGINEERS LIMITED,,,Small Cap
"DHANLAXMI COTEX LTD.,",,,Small Cap
TRANSGENE BIOTEK LTD.,,,Small Cap
MISH DESIGNS LIMITED,,,Small Cap
NIMBUS PROJECTS LIMITED,,,Small Cap
ADESHWAR MEDITEX LIMITED,,,Small Cap
ARC FINANCE LIMITED,,,Small Cap
ROOPA INDUSTRIES LTD.,,,Small Cap
RAVILEELA GRANITES LIMITED,,,Small Cap
"VICTORIA MILLS LTD.,",,,Small Cap
GOLD LINE INTERNATIONAL FINVEST LIMITED,,,Small Cap
D.S.KULKARNI DEVELOPERS LTD,,,Small Cap
GLOBAL CAPITAL MARKETS LTD.,,,Small Cap
ORCHASP LIMITED,,,Small Cap
BIRLA COTSYN (INDIA) LIMITED,,,Small Cap
VRUNDAVAN PLANTATION LIMITED,,,Small Cap
EP BIOCOMPOSITES LIMITED,,,Small Cap
KEY CORP LTD,,,Small Cap
SIZEMASTERS TECHNOLOGY LIMITED,,,Small Cap
MOHIT PAPER MILLS LTD.,,,Small Cap
GETALONG ENTERPRISE LIMITED,,,Small Cap
GCCL INFRASTRUCTURE & PROJECTS LTD.,,,Small Cap
UNIQUE ORGANICS LTD.,,,Small Cap
Purbanchal Prestressed Limited,,,Small Cap
E-LAND APPAREL LIMITED,,,Small Cap
BANDARAM PHARMA PACKTECH LIMITED,,,Small Cap
TTI ENTERPRISE LIMITED,,,Small Cap
IND BANK HOUSING LTD,,,Small Cap
EVERLON FINANCIALS LIMITED,,,Small Cap
SAINIK FINANCE AND INDUSTRIES LTD,,,Small Cap
MARIS SPINNERS LTD.,,,Small Cap
SHREE SECURITIES LTD.,,,Small Cap
ALAN SCOTT INDUSTRIES LTD.,,,Small Cap
PICTUREHOUSE MEDIA LIMITED,,,Small Cap
PENTOKEY ORGANY (INDIA) LTD.,,,Small Cap
SHARON BIO-MEDICINE LTD.,,,Small Cap
SHRYDUS INDUSTRIES LIMITED,,,Small Cap
SIMPLEX CASTINGS LTD.,,,Small Cap
ASAHI INDUSTRIES LIMITED,,,Small Cap
REAL TOUCH FINANCE LIMITED,,,Small Cap
LAFFANS PETROCHEMICALS LTD.,,,Small Cap
SAHARA ONE MEDIA AND ENTERTAINMENT LIMITED,,,Small Cap
VSF PROJECTS LIMITED,,,Small Cap
POOJAWESTERN METALIKS LIMITED,,,Small Cap
POONA DAL AND OIL INDUSTRIES LTD.,,,Small Cap
"POLYMECHPLAST MACHINES LTD.,",,,Small Cap
PCS TECHNOLOGY LTD.,,,Small Cap
UTIQUE ENTERPRISES LIMITED,,,Small Cap
"JINDAL HOTELS LTD.,",,,Small Cap
GARBI FINVEST LIMITED,,,Small Cap
KMS MEDISURGI LIMITED,,,Small Cap
PRABHHANS INDUSTRIES LIMITED,,,Small Cap
B2B SOFTWARE TECHNOLOGIES LTD.,,,Small Cap
GOTHI PLASCON (INDIA) LTD.,,,Small Cap
BAMPSL SECURITIES LTD.,,,Small Cap
SUMEDHA FISCAL SERVICES LTD.,,,Small Cap
CARGOTRANS MARITIME LIMITED,,,Small Cap
QGO FINANCE LIMITED,,,Small Cap
INDONG TEA COMPANY LIMITED,,,Small Cap
NAM SECURITIES LTD.,,,Small Cap
KCL INFRA PROJECTS LIMITED,,,Small Cap
SIMPLEX REALTY LIMITED,,,Small Cap
"BOMBAY POTTERIES & TILES LTD.,",,,Small Cap
OCEANIC FOODS LIMITED,,,Small Cap
SHREE KRISHNA PAPER MILLS & INDUSTR,,,Small Cap
ACCEDERE LIMITED,,,Small Cap
"JBF INDUSTRIES LTD.,",,,Small Cap
B.C. POWER CONTROLS LIMITED,,,Small Cap
SANCODE TECHNOLOGIES LIMITED,,,Small Cap
CONCORD DRUGS LIMITED,,,Small Cap
STANROSE MAFATLAL INVESTMENTS & FIN,,,Small Cap
"MADHUSUDAN INDUSTRIES LTD.,",,,Small Cap
